Edge_Source,Edge_Target,Edge_Type,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,pmid,exposure,outcome,direction,significance,effect_measure,value,ci_lower,ci_upper,exposure_umls_name,exposure_umls_id,exposure_tui,exposure_source,outcome_umls_name,outcome_umls_id,outcome_tui,outcome_source,study_design,number_of_participants,original,base_concept,exposure_direction
Antineoplastic And Biologic Therapies,Arterial Structure,Peer Interaction,33622,33622,33622,33622,10423466,abciximab,repeated revascularization of the target vessel,decrease,positive,HR,0.55,0.41,0.74,abciximab,C0288672,"T116, T121, T129",api,Blood Vessel,C0005847,T023,scispacy,RCT,1,abciximab,abciximab,increased
Malignant Neoplasm With Metastasis,Arthritis And Inflammatory Disorders,Peer Interaction,98360,98360,98360,98360,34397169,melanoma,rheumatic immune-related adverse events,increase,positive,OR,4.06,2.54,6.51,melanoma,C0025202,T191,cohort_kg,Immune-mediated/reactive arthropathies,C5225749,T047,cohort_kg,OS,1,melanoma,melanoma,increased
Iron Metabolism Disorders,Asthma And Obstructive Lung Disease,Peer Interaction,37042,37042,37042,37042,31380560,iron,asthma,not found,negative,OR,1.0,0.91,1.1,iron,C0302583,"T121, T123, T196",api,Asthma,C0004096,T047,api,MR,1,iron,iron,increased
Gastrointestinal Diseases,Asthma And Obstructive Lung Disease,Peer Interaction,37042,37042,37042,37042,31380560,iron,asthma,not found,negative,OR,1.0,0.91,1.1,iron,C0302583,"T121, T123, T196",api,Asthma,C0004096,T047,api,MR,1,iron,iron,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Activities Of Daily Living Limitation,Peer Interaction,114680,114680,114680,114680,24779559,hearing impairment,physical disability in activities of daily living,increase,positive,OR,1.4,1.1,1.9,hearing impairment,C1384666,T047,cohort_kg,Disability affecting daily living,C1446368,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Activities Of Daily Living Limitation,Peer Interaction,114681,114681,114681,114681,24779559,hearing impairment,physical disability in instrumental activities of daily living,increase,positive,OR,1.6,1.2,2.2,hearing impairment,C1384666,T047,cohort_kg,Impairment of activities of daily living,C4476938,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Activities Of Daily Living Limitation,Peer Interaction,114683,114683,114683,114683,24779559,hearing impairment,physical disability in lower extremity mobility,increase,positive,OR,1.4,1.1,1.7,hearing impairment,C1384666,T047,cohort_kg,Mobility Limitation,C1565249,T184,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Activities Of Daily Living Limitation,Peer Interaction,114686,114686,114686,114686,24779559,hearing impairment,walking limitation,increase,positive,OR,1.6,1.3,2.0,hearing impairment,C1384666,T047,cohort_kg,Limited Walking Ability,C2674459,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Dementia,Peer Interaction,87296,87296,87296,87296,27611845,hearing impairment,cognitive impairment,increase,positive,HR,1.9,1.11,3.26,hearing impairment,C1384666,T047,cohort_kg,Impaired cognition,C0338656,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Dementia,Peer Interaction,96252,96252,96252,96252,33734430,hearing impairment,all-cause dementia,increase,positive,HR,1.16,1.04,1.3,hearing impairment,C1384666,T047,cohort_kg,Dementia,C0497327,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Physical Functional Status,Peer Interaction,88328,88328,88328,88328,27991672,hearing impairment,frailty,increase,positive,OR,1.66,1.37,2.01,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Physical Functional Status,Peer Interaction,88329,88329,88329,88329,27991672,hearing impairment,prefrailty and frailty,increase,positive,OR,1.43,1.05,1.95,hearing impairment,C1384666,T047,cohort_kg,Frailty Syndrome,C4505081,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Physical Functional Status,Peer Interaction,103677,103677,103677,103677,36504135,hearing impairment,frailty,increase,positive,HR,1.31,1.12,1.74,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Employment Status And Work Disability,Peer Interaction,114685,114685,114685,114685,24779559,hearing impairment,work limitation,increase,positive,OR,1.4,1.0,1.9,hearing impairment,C1384666,T047,cohort_kg,I am limited in my work,C5212838,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Employment Status And Work Disability,Peer Interaction,114688,114688,114688,114688,24779559,hearing impairment,limitations in amount or type of work done,not found,negative,OR,1.2,1.0,1.6,hearing impairment,C1384666,T047,cohort_kg,I am limited in doing my work (include work at home),C4034816,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Dementia Including Alzheimer Disease,Peer Interaction,96252,96252,96252,96252,33734430,hearing impairment,all-cause dementia,increase,positive,HR,1.16,1.04,1.3,hearing impairment,C1384666,T047,cohort_kg,Dementia,C0497327,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Functional Status,Peer Interaction,88328,88328,88328,88328,27991672,hearing impairment,frailty,increase,positive,OR,1.66,1.37,2.01,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Functional Status,Peer Interaction,88329,88329,88329,88329,27991672,hearing impairment,prefrailty and frailty,increase,positive,OR,1.43,1.05,1.95,hearing impairment,C1384666,T047,cohort_kg,Frailty Syndrome,C4505081,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Frailty And Functional Status,Peer Interaction,103677,103677,103677,103677,36504135,hearing impairment,frailty,increase,positive,HR,1.31,1.12,1.74,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Functional Limitation,Peer Interaction,114680,114680,114680,114680,24779559,hearing impairment,physical disability in activities of daily living,increase,positive,OR,1.4,1.1,1.9,hearing impairment,C1384666,T047,cohort_kg,Disability affecting daily living,C1446368,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Functional Limitation,Peer Interaction,114681,114681,114681,114681,24779559,hearing impairment,physical disability in instrumental activities of daily living,increase,positive,OR,1.6,1.2,2.2,hearing impairment,C1384666,T047,cohort_kg,Impairment of activities of daily living,C4476938,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Functional Limitation,Peer Interaction,114683,114683,114683,114683,24779559,hearing impairment,physical disability in lower extremity mobility,increase,positive,OR,1.4,1.1,1.7,hearing impairment,C1384666,T047,cohort_kg,Mobility Limitation,C1565249,T184,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Functional Limitation,Peer Interaction,114684,114684,114684,114684,24779559,hearing impairment,physical disability in general physical activities,increase,positive,OR,1.3,1.1,1.6,hearing impairment,C1384666,T047,cohort_kg,Physical disability,C0520817,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Functional Limitation,Peer Interaction,114686,114686,114686,114686,24779559,hearing impairment,walking limitation,increase,positive,OR,1.6,1.3,2.0,hearing impairment,C1384666,T047,cohort_kg,Limited Walking Ability,C2674459,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Employment And Work Disability,Peer Interaction,114685,114685,114685,114685,24779559,hearing impairment,work limitation,increase,positive,OR,1.4,1.0,1.9,hearing impairment,C1384666,T047,cohort_kg,I am limited in my work,C5212838,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Neurologic Disorders Including Epilepsy And Encephalopathy,Employment And Work Disability,Peer Interaction,114688,114688,114688,114688,24779559,hearing impairment,limitations in amount or type of work done,not found,negative,OR,1.2,1.0,1.6,hearing impairment,C1384666,T047,cohort_kg,I am limited in doing my work (include work at home),C4034816,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Health Literacy And Education,Diabetes Mellitus,Peer Interaction,62620,62620,62620,62620,18083794,reading comprehension,type 2 diabetes,decrease,positive,OR,0.58,0.44,0.77,reading comprehension,C0871214,T080,cohort_kg,Type 2 diabetes (Adult onset),C3842544,T047,cohort_kg,OS,1,reading comprehension,reading comprehension,increased
Blood Urea Nitrogen Level,Heart Failure,Peer Interaction,90660,90660,90660,90660,28633342,sodium,heart failure,increase,positive,HR,1.36,1.02,1.82,sodium,C0037473,T123|T196,cohort_kg,Heart failure,C0018801,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Coronary Artery Disease,Peer Interaction,68498,68498,68498,68498,20016010,sodium,cardiovascular disease,increase,positive,HR,1.19,1.01,1.4,sodium,C0037473,T123|T196,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Coronary Artery Disease,Peer Interaction,90658,90658,90658,90658,28633342,sodium,coronary heart disease,increase,negative,HR,1.11,0.95,1.3,sodium,C0037473,T123|T196,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Cardiovascular Disease,Peer Interaction,68498,68498,68498,68498,20016010,sodium,cardiovascular disease,increase,positive,HR,1.19,1.01,1.4,sodium,C0037473,T123|T196,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Cardiovascular Disease,Peer Interaction,90658,90658,90658,90658,28633342,sodium,coronary heart disease,increase,negative,HR,1.11,0.95,1.3,sodium,C0037473,T123|T196,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Malignant Neoplasm,Peer Interaction,68499,68499,68499,68499,20016010,sodium,total cancer,not found,negative,HR,1.04,0.93,1.16,sodium,C0037473,T123|T196,cohort_kg,Cancer:-:Pt:^Patient:-,C2707253,T201,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Thrombosis And Thromboembolism,Peer Interaction,35266,35266,35266,35266,7700286,hydroxyurea,thrombosis,decrease,positive,RR,0.15,0.04,0.56,hydroxyurea,C0020402,"T109, T121",api,Thrombosis,C0040053,T046,api,RCT,1,hydroxyurea,hydroxyurea,increased
Blood Urea Nitrogen Level,Cerebrovascular Disease,Peer Interaction,68498,68498,68498,68498,20016010,sodium,cardiovascular disease,increase,positive,HR,1.19,1.01,1.4,sodium,C0037473,T123|T196,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,68498,68498,68498,68498,20016010,sodium,cardiovascular disease,increase,positive,HR,1.19,1.01,1.4,sodium,C0037473,T123|T196,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,sodium,sodium,increased
Blood Urea Nitrogen Level,Venous Thromboembolism,Peer Interaction,35266,35266,35266,35266,7700286,hydroxyurea,thrombosis,decrease,positive,RR,0.15,0.04,0.56,hydroxyurea,C0020402,"T109, T121",api,Thrombosis,C0040053,T046,api,RCT,1,hydroxyurea,hydroxyurea,increased
Cardiac Arrhythmias,Diabetes Mellitus,Peer Interaction,38033,38033,38033,38033,37022971,heart rate,type 2 diabetes,increase,positive,HR,1.2,1.09,1.33,heart rate,C0018810,T201,api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,MR,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Diabetes Mellitus,Peer Interaction,38034,38034,38034,38034,37022971,heart rate,type 2 diabetes,increase,positive,HR,1.54,1.08,2.06,heart rate,C0018810,T201,api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,MR,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Diabetes Mellitus,Peer Interaction,38035,38035,38035,38035,37022971,heart rate,type 2 diabetes,increase,positive,HR,1.15,1.01,1.31,heart rate,C0018810,T201,api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,MR,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Diabetes Mellitus,Peer Interaction,52242,52242,52242,52242,12695289,heart rate,type 2 diabetes,increase,positive,RR,1.6,1.33,1.92,heart rate,C0018810,T201,cohort_kg,Type 2 diabetes (Adult onset),C3842544,T047,cohort_kg,OS,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Diabetes Mellitus,Peer Interaction,123312,123312,123312,123312,32300048,heart rate,diabetes,increase,positive,HR,1.41,1.21,1.65,heart rate,C0018810,T201,cohort_kg,Diabetes,C0011847,T047,cohort_kg,OS,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Heart Failure,Peer Interaction,23613,23613,23613,23613,20801495,heart rate,cardiovascular death or hospital admission for worsening heart failure,increase,positive,HR,2.34,1.84,2.98,heart rate,C0018810,T201,api,Heart failure,C0018801,T047,scispacy,RCT,1,heart rate,heart rate,increased
Cardiac Arrhythmias,Heart Failure,Peer Interaction,23614,23614,23614,23614,20801495,heart rate,cardiovascular death or hospital admission for worsening heart failure,decrease,positive,HR,0.95,0.85,1.06,heart rate,C0018810,T201,api,Heart failure,C0018801,T047,scispacy,RCT,1,heart rate,heart rate,increased
Dementia Including Alzheimer Disease,Activities Of Daily Living Limitation,Peer Interaction,114680,114680,114680,114680,24779559,hearing impairment,physical disability in activities of daily living,increase,positive,OR,1.4,1.1,1.9,hearing impairment,C1384666,T047,cohort_kg,Disability affecting daily living,C1446368,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Activities Of Daily Living Limitation,Peer Interaction,114681,114681,114681,114681,24779559,hearing impairment,physical disability in instrumental activities of daily living,increase,positive,OR,1.6,1.2,2.2,hearing impairment,C1384666,T047,cohort_kg,Impairment of activities of daily living,C4476938,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Activities Of Daily Living Limitation,Peer Interaction,114683,114683,114683,114683,24779559,hearing impairment,physical disability in lower extremity mobility,increase,positive,OR,1.4,1.1,1.7,hearing impairment,C1384666,T047,cohort_kg,Mobility Limitation,C1565249,T184,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Activities Of Daily Living Limitation,Peer Interaction,114686,114686,114686,114686,24779559,hearing impairment,walking limitation,increase,positive,OR,1.6,1.3,2.0,hearing impairment,C1384666,T047,cohort_kg,Limited Walking Ability,C2674459,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Dementia,Peer Interaction,87296,87296,87296,87296,27611845,hearing impairment,cognitive impairment,increase,positive,HR,1.9,1.11,3.26,hearing impairment,C1384666,T047,cohort_kg,Impaired cognition,C0338656,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Dementia,Peer Interaction,96252,96252,96252,96252,33734430,hearing impairment,all-cause dementia,increase,positive,HR,1.16,1.04,1.3,hearing impairment,C1384666,T047,cohort_kg,Dementia,C0497327,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Frailty And Physical Functional Status,Peer Interaction,88328,88328,88328,88328,27991672,hearing impairment,frailty,increase,positive,OR,1.66,1.37,2.01,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Frailty And Physical Functional Status,Peer Interaction,88329,88329,88329,88329,27991672,hearing impairment,prefrailty and frailty,increase,positive,OR,1.43,1.05,1.95,hearing impairment,C1384666,T047,cohort_kg,Frailty Syndrome,C4505081,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Frailty And Physical Functional Status,Peer Interaction,103677,103677,103677,103677,36504135,hearing impairment,frailty,increase,positive,HR,1.31,1.12,1.74,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Dementia Including Alzheimer Disease,Employment Status And Work Disability,Peer Interaction,114685,114685,114685,114685,24779559,hearing impairment,work limitation,increase,positive,OR,1.4,1.0,1.9,hearing impairment,C1384666,T047,cohort_kg,I am limited in my work,C5212838,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
